Word Pair,video_id,date
"('pasa', 'video')",7200080024878320901,2023-02-14T18:27:52.000Z
"('video', 'municipalidad')",7200080024878320901,2023-02-14T18:27:52.000Z
"('municipalidad', 'todava')",7200080024878320901,2023-02-14T18:27:52.000Z
"('todava', 'lejano')",7200080024878320901,2023-02-14T18:27:52.000Z
"('lejano', 'seguro')",7200080024878320901,2023-02-14T18:27:52.000Z
"('seguro', 'ms')",7200080024878320901,2023-02-14T18:27:52.000Z
"('reservistas', 'vdeo')",7191952864074386693,2023-01-23T20:50:21.000Z
"('vdeo', 'elmerayala')",7191952864074386693,2023-01-23T20:50:21.000Z
"('elmerayala', 'medio')",7191952864074386693,2023-01-23T20:50:21.000Z
"('medio', 'alternativo')",7191952864074386693,2023-01-23T20:50:21.000Z
"('ahora', 'van')",7191211252482313478,2023-01-21T20:52:28.000Z
"('van', 'compaeros')",7191211252482313478,2023-01-21T20:52:28.000Z
"('compaeros', 'encuentran')",7191211252482313478,2023-01-21T20:52:28.000Z
"('encuentran', 'albergados')",7191211252482313478,2023-01-21T20:52:28.000Z
"('albergados', 'uni')",7191211252482313478,2023-01-21T20:52:28.000Z
"('uni', 'difundan')",7191211252482313478,2023-01-21T20:52:28.000Z
"('difundan', 'porfavor')",7191211252482313478,2023-01-21T20:52:28.000Z
"('violencia', 'sabemos')",7195028711735889158,2023-02-01T03:46:18.000Z
"('sabemos', 'infiltrados')",7195028711735889158,2023-02-01T03:46:18.000Z
"('infiltrados', 'delincuentes')",7195028711735889158,2023-02-01T03:46:18.000Z
"('delincuentes', 'aprovechadores')",7195028711735889158,2023-02-01T03:46:18.000Z
"('aprovechadores', 'ternas')",7195028711735889158,2023-02-01T03:46:18.000Z
"('ternas', 'incitadores')",7195028711735889158,2023-02-01T03:46:18.000Z
"('incitadores', 'violencia')",7195028711735889158,2023-02-01T03:46:18.000Z
"('violencia', 'reprimir')",7195028711735889158,2023-02-01T03:46:18.000Z
"('reprimir', 'poblacin')",7195028711735889158,2023-02-01T03:46:18.000Z
"('abogado', 'pueblo')",7203863968060820742,2023-02-25T01:08:00.000Z
"('pueblo', 'deja')",7203863968060820742,2023-02-25T01:08:00.000Z
"('deja', 'ridculo')",7203863968060820742,2023-02-25T01:08:00.000Z
"('ridculo', 'periodista')",7203863968060820742,2023-02-25T01:08:00.000Z
"('periodista', 'mermelero')",7203863968060820742,2023-02-25T01:08:00.000Z
"('mermelero', 'dina')",7203863968060820742,2023-02-25T01:08:00.000Z
"('dina', 'usurpadora')",7203863968060820742,2023-02-25T01:08:00.000Z
"('contratos', 'ley')",7193538171794099462,2023-01-28T03:22:12.000Z
"('ley', 'preguntas')",7193538171794099462,2023-01-28T03:22:12.000Z
"('vez', 'pnp')",7196464036110667013,2023-02-05T00:35:58.000Z
"('pnp', 'haciendo')",7196464036110667013,2023-02-05T00:35:58.000Z
"('haciendo', 'siempre')",7196464036110667013,2023-02-05T00:35:58.000Z
"('respuesta', 'dhlt')",7198710072787078405,2023-02-11T01:51:47.000Z
"('mil', 'soles')",7200159863152938246,2023-02-14T23:37:43.000Z
"('soles', 'donaciones')",7200159863152938246,2023-02-14T23:37:43.000Z
"('lima', 'madre')",7206166159987576069,2023-03-03T04:05:10.000Z
"('madre', 'andina')",7206166159987576069,2023-03-03T04:05:10.000Z
"('andina', 'disp')",7206166159987576069,2023-03-03T04:05:10.000Z
"('disp', 'junto')",7206166159987576069,2023-03-03T04:05:10.000Z
"('junto', 'nios')",7206166159987576069,2023-03-03T04:05:10.000Z
"('internacional', 'per')",7200816872764214533,2023-02-16T18:07:10.000Z
"('per', 'crisis')",7200816872764214533,2023-02-16T18:07:10.000Z
"('tres', 'cosas')",7196836750138887429,2023-02-06T00:42:21.000Z
"('cosas', 'sucedieron')",7196836750138887429,2023-02-06T00:42:21.000Z
"('sucedieron', 'marcha')",7196836750138887429,2023-02-06T00:42:21.000Z
"('marcha', 'limas')",7196836750138887429,2023-02-06T00:42:21.000Z
"('limas', 'medios')",7196836750138887429,2023-02-06T00:42:21.000Z
"('medios', 'contarn')",7196836750138887429,2023-02-06T00:42:21.000Z
"('anah', 'durand')",7204978701451250949,2023-02-27T23:17:13.000Z
"('durand', 'encuentro')",7204978701451250949,2023-02-27T23:17:13.000Z
"('encuentro', 'feminista')",7204978701451250949,2023-02-27T23:17:13.000Z
"('feminista', 'internacional')",7204978701451250949,2023-02-27T23:17:13.000Z
"('hermanos', 'chankas')",7189361730252852485,2023-01-16T21:15:24.000Z
"('chankas', 'intervenidos')",7189361730252852485,2023-01-16T21:15:24.000Z
"('intervenidos', 'carretera')",7189361730252852485,2023-01-16T21:15:24.000Z
"('carretera', 'libertaores')",7189361730252852485,2023-01-16T21:15:24.000Z
"('libertaores', 'km')",7189361730252852485,2023-01-16T21:15:24.000Z
"('perv', 'intenta')",7195830854906563845,2023-02-03T07:39:01.000Z
"('intenta', 'borrar')",7195830854906563845,2023-02-03T07:39:01.000Z
"('borrar', 'rastro')",7195830854906563845,2023-02-03T07:39:01.000Z
"('rastro', 'solidaridad')",7195830854906563845,2023-02-03T07:39:01.000Z
"('solidaridad', 'vienen')",7195830854906563845,2023-02-03T07:39:01.000Z
"('vienen', 'dando')",7195830854906563845,2023-02-03T07:39:01.000Z
"('dando', 'pases')",7195830854906563845,2023-02-03T07:39:01.000Z
"('per', 'est')",7203793012009356550,2023-02-24T18:36:07.000Z
"('est', 'dictadura')",7203793012009356550,2023-02-24T18:36:07.000Z
"('lucha', 'contina')",7205149616550071558,2023-02-28T10:20:29.000Z
"('difundan', 'porfavor')",7191963583729634566,2023-01-23T21:31:53.000Z
"('porfavor', 'estn')",7191963583729634566,2023-01-23T21:31:53.000Z
"('estn', 'queriendo')",7191963583729634566,2023-01-23T21:31:53.000Z
"('queriendo', 'amedrentar')",7191963583729634566,2023-01-23T21:31:53.000Z
"('amedrentar', 'q')",7191963583729634566,2023-01-23T21:31:53.000Z
"('q', 'apoyemos')",7191963583729634566,2023-01-23T21:31:53.000Z
"('apoyemos', 'hermanos')",7191963583729634566,2023-01-23T21:31:53.000Z
"('hermanos', 'provenientes')",7191963583729634566,2023-01-23T21:31:53.000Z
